resp_id,aes_canton,aes_langreg,t0sex,t0fmedu_comp,t0immig,t1bqvalids,t2bqvalids,t3bqvalids,t1wt,t2wt,t3wt,t0hisei08_3q,t0wlem_3q,t0st_nprog_req3,t1educ_class_1_r,t2educ_class_1_r,t3educ_class_1_r
1011298,Berne (BE),French,Male,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,1.961863915929422,2.446880621254641,2.307919744920935,Medium,Low,Basic/low requirements,Other intermediate solution,NET,3-4 years VET
1011305,Schwyz (SZ),German,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,6.617535022790483,6.043479609931779,5.534407908093635,Low,Low,Advanced requirements & Alternative/non-assignable study programme,3-4 years VET,3-4 years VET,3-4 years VET
1011312,St. Gallen (SG),German,Female,Compulsory schooling only,Native (at least 1 parent born in Switzerland),Valid response,Valid response,No valid response,3.219478730079603,2.166528244340558,,Medium,Low,Basic/low requirements,Internship,3-4 years VET,
1011315,Berne (BE),German,Female,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,9.676371006681125,8.197906858681321,7.167356207901416,High,Low,Advanced requirements & Alternative/non-assignable study programme,NET,3-4 years VET,3-4 years VET
1011318,Lucerne (LU),German,Male,Upper secondary education,"Second generation (respondent born in Switzerland, no parent born in Switzerland)",Valid response,Valid response,Valid response,3.81083150306289,3.698328366668481,3.370821147951246,Medium,Low,Advanced requirements & Alternative/non-assignable study programme,3-4 years VET,3-4 years VET,3-4 years VET
1011320,St. Gallen (SG),German,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,2.733660914370275,2.464387530599887,3.595988573039004,Low,Low,Basic/low requirements,Other intermediate solution,3-4 years VET,3-4 years VET
1011321,Zurich (ZH),German,Female,Tertiary education,First generation (respondent and parent(s) born abroad),Valid response,Valid response,Valid response,7.08860836988467,6.76919125150653,6.23151464228596,High,High,High requirements,General baccalaureate,General baccalaureate,General baccalaureate
1011323,Valais (VS),German,Male,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,.2762066893486617,.2391426638251833,.275478075046474,Medium,High,Advanced requirements & Alternative/non-assignable study programme,Vocational baccalaureate //VET,Vocational baccalaureate //VET,Vocational baccalaureate //VET
1011324,Zurich (ZH),German,Male,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,50.6722774010587,52.18553404909034,65.06891638052996,Medium,High,Advanced requirements & Alternative/non-assignable study programme,10th school year,3-4 years VET,3-4 years VET
1011326,Solothurn (SO),German,Male,Upper secondary education,Native (at least 1 parent born in Switzerland),No valid response,Valid response,No valid response,,47.748604241313,,Medium,Medium,Advanced requirements & Alternative/non-assignable study programme,,3-4 years VET,
1011331,Berne (BE),German,Male,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,15.48836157388694,14.48376809866776,20.7022591689692,High,Medium,Advanced requirements & Alternative/non-assignable study programme,3-4 years VET,3-4 years VET,3-4 years VET
1011332,Berne (BE),French,Male,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,No valid response,No valid response,2.213826040093733,,,High,Low,Basic/low requirements,10th school year,,
1011333,Aargau (AG),German,Male,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,32.61008954518758,27.76959667785833,40.02554056997737,High,Medium,High requirements,Vocational baccalaureate //VET,Vocational baccalaureate //VET,Vocational baccalaureate //VET
1011334,Valais (VS),German,Male,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,1.303848699253368,.7671392037709838,1.027084982409044,,Low,Basic/low requirements,NET,3-4 years VET,NET
1011338,Zurich (ZH),German,Male,Compulsory schooling only,"Second generation (respondent born in Switzerland, no parent born in Switzerland)",No valid response,Valid response,No valid response,,41.1156618607013,,Low,Low,Advanced requirements & Alternative/non-assignable study programme,,3-4 years VET,
1011339,Fribourg (FR),German,Male,Compulsory schooling only,"Second generation (respondent born in Switzerland, no parent born in Switzerland)",Valid response,Valid response,Valid response,11.64131944651528,8.356323163980418,9.2452183881138,,Low,Basic/low requirements,3-4 years VET,3-4 years VET,3-4 years VET
1011340,Uri (UR),German,Female,Tertiary education,"Second generation (respondent born in Switzerland, no parent born in Switzerland)",Valid response,Valid response,Valid response,4.044936874281828,3.976899176729865,2.617063128241369,Low,,Basic/low requirements,Vocational baccalaureate //VET,Vocational baccalaureate //VET,3-4 years VET
1011341,Valais (VS),German,Female,Compulsory schooling only,Native (at least 1 parent born in Switzerland),Valid response,Valid response,No valid response,.418925390025855,.3635721115344837,,Low,Low,Basic/low requirements,10th school year,2 years VET,
1011342,Geneva (GE),French,Male,Tertiary education,"Second generation (respondent born in Switzerland, no parent born in Switzerland)",Valid response,Valid response,Valid response,1.823846927932182,2.241076021603685,3.415832461212051,Medium,Low,Advanced requirements & Alternative/non-assignable study programme,General baccalaureate,General baccalaureate,"Other general education programme (specialized middle school, Waldorf)"
1011344,Neuchâtel (NE),French,Female,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,3.279870435741242,3.040250701296491,3.674028495716214,High,Medium,High requirements,General baccalaureate,General baccalaureate,General baccalaureate
1011345,Appenzell Ausserrhoden (AR),German,Female,Upper secondary education,"Second generation (respondent born in Switzerland, no parent born in Switzerland)",Valid response,Valid response,Valid response,3.713864995421519,3.545615773450367,3.706083584217796,Low,Medium,Advanced requirements & Alternative/non-assignable study programme,3-4 years VET,3-4 years VET,3-4 years VET
1011347,Valais (VS),German,Female,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,.4988341965124945,.5026133397324603,.4232904801633396,High,Medium,High requirements,General baccalaureate,General baccalaureate,General baccalaureate
1011356,St. Gallen (SG),German,Female,Compulsory schooling only,"Second generation (respondent born in Switzerland, no parent born in Switzerland)",Valid response,Valid response,No valid response,8.176695451661002,7.064409106921184,,Low,Low,Basic/low requirements,3-4 years VET,3-4 years VET,
1011358,Appenzell Ausserrhoden (AR),German,Female,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,5.755035104027264,6.722863763896613,5.362769196928759,Medium,Low,Advanced requirements & Alternative/non-assignable study programme,3-4 years VET,3-4 years VET,3-4 years VET
1011359,Valais (VS),French,Female,Tertiary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,.5852688326638201,.5754834248534593,.5917576602178035,High,High,High requirements,General baccalaureate,General baccalaureate,General baccalaureate
1011368,Valais (VS),French,Female,Upper secondary education,"Second generation (respondent born in Switzerland, no parent born in Switzerland)",Valid response,Valid response,Valid response,.5873256162581013,.7684779377013945,.8538574256348532,Low,High,Advanced requirements & Alternative/non-assignable study programme,3-4 years VET,3-4 years VET,3-4 years VET
1011369,Solothurn (SO),German,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,No valid response,27.14046478873127,28.05559711985493,,High,Medium,High requirements,General baccalaureate,General baccalaureate,
1011377,Lucerne (LU),German,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,Valid response,7.47934688404915,7.701744018860461,8.521376044574312,High,Low,Basic/low requirements,Internship,3-4 years VET,3-4 years VET
1011379,Graubünden (GR),German,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,No valid response,1.902380430559481,1.819647182900334,,Medium,Medium,Advanced requirements & Alternative/non-assignable study programme,3-4 years VET,3-4 years VET,
1011380,Fribourg (FR),French,Female,Upper secondary education,Native (at least 1 parent born in Switzerland),Valid response,Valid response,No valid response,5.349309744667143,5.189086995497102,,Low,Medium,Basic/low requirements,Other intermediate solution,3-4 years VET,
1011384,Vaud (VD),French,Male,Upper secondary education,"Second generation (respondent born in Switzerland, no parent born in Switzerland)",Valid response,Valid response,Valid response,20.33504729596743,18.18276450258697,26.78748794760275,High,High,High requirements,General baccalaureate,General baccalaureate,General baccalaureate
1011388,Basel-Landschaft (BL),German,Female,Upper secondary education,"Second generation (respondent born in Switzerland, no parent born in Switzerland)",Valid response,Valid response,Valid response,5.098045498404772,5.376998840592946,6.774951954841254,Low,Low,Advanced requirements & Alternative/non-assignable study programme,10th school year,3-4 years VET,3-4 years VET
1011393,Geneva (GE),French,Male,Upper secondary education,"Second generation (respondent born in Switzerland, no parent born in Switzerland)",Valid response,Valid response,Valid response,9.955247374170936,11.36214580653501,9.646194356421542,Low,High,High requirements,General baccalaureate,General baccalaureate,General baccalaureate
1011394,Berne (BE),French,Female,Compulsory schooling only,"Second generation (respondent born in Switzerland, no parent born in Switzerland)",Valid response,Valid response,Valid response,1.783362235865803,1.68584082097164,1.914839870946611,Medium,Medium,High requirements,General baccalaureate,General baccalaureate,General baccalaureate
